"Invoice/Item Number","Date","Store Number","Store Name","Address","City","Zip Code","Store Location","County Number","County","Category","Category Name","Vendor Number","Vendor Name","Item Number","Item Description","Pack","Bottle Volume (ml)","State Bottle Cost","State Bottle Retail","Bottles Sold","Sale (Dollars)","Volume Sold (Liters)","Volume Sold (Gallons)","Iowa ZIP Code Tabulation Areas","Iowa Watershed Sub-Basins (HUC 08)","Iowa Watersheds (HUC 10)","County Boundaries of Iowa","US Counties"
"INV-14552400046","09/20/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081600,"Whiskey Liqueur",421,"SAZERAC COMPANY  INC",64867,"Fireball Cinnamon Whiskey",12,1000,11.34,17.01,24,408.24,24,6.34,511,18,244,35,176
"INV-14552400015","09/20/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1011100,"Blended Whiskies",434,"LUXCO INC",24157,"Hawkeye Blend Whiskey",12,1000,4.39,6.59,12,79.08,12,3.17,511,18,244,35,176
"INV-14552400070","09/20/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1022200,"100% Agave Tequila",410,"Patron Spirits Company",88296,"Patron Tequila Silver",12,750,27.5,41.25,12,495,9,2.37,511,18,244,35,176
"INV-14552400072","09/20/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1022200,"100% Agave Tequila",65,"Jim Beam Brands",89836,"Hornitos Gold",12,750,12.07,18.11,12,217.32,9,2.37,511,18,244,35,176
"INV-14552400061","09/20/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081400,"American Schnapps",65,"Jim Beam Brands",82787,"Dekuyper Buttershots",12,1000,7.87,11.81,12,141.72,12,3.17,511,18,244,35,176
"INV-14552400040","09/20/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1062200,"White Rum",35,"BACARDI USA INC",43387,"Castillo Silver Rum",12,1000,4.89,7.34,12,88.08,12,3.17,511,18,244,35,176
"INV-14552400008","09/20/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1012400,"Irish Whiskies",370,"PERNOD RICARD USA",15626,"Jameson",12,750,15.99,23.99,12,287.88,9,2.37,511,18,244,35,176
"INV-14552400080","09/20/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1701100,"Temporary & Specialty Packages",260,"DIAGEO AMERICAS",100639,"Crown Royal Deluxe w/NFL Jersey Bag",12,750,15.59,23.39,1,23.39,0.75,0.19,511,18,244,35,176
"INV-14552400012","09/20/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1011200,"Straight Bourbon Whiskies",65,"Jim Beam Brands",19477,"Maker's Mark",12,1000,22.04,33.06,12,396.72,12,3.17,511,18,244,35,176
"INV-14552400028","09/20/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1031200,"American Flavored Vodka",434,"LUXCO INC",35699,"Pearl Cucumber Vodka",12,750,7,10.5,24,252,18,4.75,511,18,244,35,176
"INV-14552400059","09/20/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081400,"American Schnapps",65,"Jim Beam Brands",82627,"Dekuyper Cherry Pucker",12,1000,7.87,11.81,12,141.72,12,3.17,511,18,244,35,176
"INV-14552400016","09/20/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1011100,"Blended Whiskies",260,"DIAGEO AMERICAS",25607,"Seagrams 7 Crown Bl Whiskey",12,1000,8,12,12,144,12,3.17,511,18,244,35,176
"INV-14552400003","09/20/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1012100,"Canadian Whiskies",260,"DIAGEO AMERICAS",10807,"Crown Royal Regal Apple",12,750,15.59,23.39,24,561.36,18,4.75,511,18,244,35,176
"INV-14552400035","09/20/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1031200,"American Flavored Vodka",380,"Phillips Beverage",41694,"Uv Blue (raspberry) Vodka",12,1000,7.5,11.25,12,135,12,3.17,511,18,244,35,176
"INV-14552300001","09/20/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1901200,"Special Order Items",421,"SAZERAC COMPANY  INC",902574,"HA Weller Special Reserve 7YR",12,750,9,13.5,2,27,1.5,0.39,511,18,244,35,176
"INV-14552400026","09/20/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1032200,"Imported Flavored Vodka",370,"PERNOD RICARD USA",34117,"Absolut Mandrin",12,1000,14.99,22.49,12,269.88,12,3.17,511,18,244,35,176
"INV-14552400007","09/20/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1012100,"Canadian Whiskies",115,"CONSTELLATION BRANDS INC",11788,"Black Velvet",6,1750,10.45,15.68,6,94.08,10.5,2.77,511,18,244,35,176
"INV-14552400048","09/20/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1082000,"Imported Cordials & Liqueurs",260,"DIAGEO AMERICAS",66636,"Romana Sambuca Italian Liquore",12,750,13.5,20.25,12,243,9,2.37,511,18,244,35,176
"INV-14552400025","09/20/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1032100,"Imported Vodkas",277,"STOLI GROUP",34747,"Stolichnaya 80prf",12,1000,15.97,23.96,12,287.52,12,3.17,511,18,244,35,176
"INV-14552400066","09/20/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081500,"Triple Sec",434,"LUXCO INC",86251,"Juarez Triple Sec",12,1000,2.42,3.63,36,130.68,36,9.51,511,18,244,35,176
"INV-14552400006","09/20/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1012100,"Canadian Whiskies",115,"CONSTELLATION BRANDS INC",11777,"Black Velvet",12,1000,6.63,9.95,24,238.8,24,6.34,511,18,244,35,176
"INV-14552400058","09/20/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1031200,"American Flavored Vodka",260,"DIAGEO AMERICAS",77741,"Smirnoff Raspberry",12,1000,9.25,13.88,12,166.56,12,3.17,511,18,244,35,176
"INV-14552400001","09/20/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1062400,"Spiced Rum",260,"DIAGEO AMERICAS",1799,"Captain Morgan Spiced Barrel",6,1750,18,27,12,324,21,5.54,511,18,244,35,176
"INV-14552400010","09/20/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1012100,"Canadian Whiskies",115,"CONSTELLATION BRANDS INC",10548,"Black Velvet Toasted Caramel",6,1750,12.99,19.49,6,116.94,10.5,2.77,511,18,244,35,176
"INV-14552400063","09/20/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081400,"American Schnapps",65,"Jim Beam Brands",82867,"Dekuyper Watermelon Pucker",12,1000,7.87,11.81,12,141.72,12,3.17,511,18,244,35,176
"INV-14552400043","09/20/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1062500,"Flavored Rum",35,"BACARDI USA INC",43501,"Bacardi Raspberry",12,750,8.25,12.38,12,148.56,9,2.37,511,18,244,35,176
"INV-14552400078","09/20/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1701100,"Temporary & Specialty Packages",255,"Infinium Spirits",314,"Crystal Head w/Shaker",4,750,26.13,39.2,2,78.4,1.5,0.39,511,18,244,35,176
"INV-14552400062","09/20/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081400,"American Schnapps",65,"Jim Beam Brands",82857,"Dekuyper Island Punch Pucker",12,1000,7.87,11.81,12,141.72,12,3.17,511,18,244,35,176
"INV-14552400009","09/20/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1012400,"Irish Whiskies",370,"PERNOD RICARD USA",15627,"Jameson",12,1000,18.98,28.47,12,341.64,12,3.17,511,18,244,35,176
"INV-14552400021","09/20/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1032100,"Imported Vodkas",370,"PERNOD RICARD USA",34007,"Absolut Swedish Vodka 80 Prf",12,1000,14.99,22.49,24,539.76,24,6.34,511,18,244,35,176
"INV-14552400044","09/20/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1071100,"Cocktails /RTD",421,"SAZERAC COMPANY  INC",59037,"Desert Island Long Island Ice Tea Cocktail",12,1000,3.7,5.55,48,313.92,48,12.68,511,18,244,35,176
"INV-14552400036","09/20/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1062500,"Flavored Rum",370,"PERNOD RICARD USA",42717,"Malibu Coconut Rum",12,1000,10.49,15.74,24,377.76,24,6.34,511,18,244,35,176
"INV-14552400011","09/20/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1011200,"Straight Bourbon Whiskies",65,"Jim Beam Brands",19067,"Jim Beam",12,1000,12.59,18.89,12,226.68,12,3.17,511,18,244,35,176
"INV-14552400033","09/20/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1031100,"American Vodkas",301,"FIFTH GENERATION INC",38177,"Titos Handmade Vodka",12,1000,12.67,19.01,48,912.48,48,12.68,511,18,244,35,176
"INV-14552400081","09/20/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1022200,"100% Agave Tequila",205,"E & J Gallo Winery",89533,"Familia Camarena Reposado",12,750,11,16.5,3,49.5,2.25,0.59,511,18,244,35,176
"INV-14692600004","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1082200,"Imported Schnapps",260,"DIAGEO AMERICAS",69947,"Rumple Minze Peppermint Schnapps Liqueur",12,1000,15.84,23.76,12,285.12,12,3.17,511,18,244,35,176
"INV-14692500042","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1062200,"White Rum",35,"BACARDI USA INC",43127,"Bacardi Superior Rum",12,1000,9.5,14.25,12,171,12,3.17,511,18,244,35,176
"INV-14692500049","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1082000,"Imported Cordials & Liqueurs",192,"Mast-Jagermeister US, Inc",65257,"Jagermeister Liqueur",12,1000,15.96,23.94,60,1436.4,60,15.85,511,18,244,35,176
"INV-14692500081","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1012200,"Scotch Whiskies",266,"Edrington Group USA LLC",4796,"Cutty Sark Scotch",12,750,10.02,15.03,3,45.09,2.25,0.59,511,18,244,35,176
"INV-14692500007","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1012100,"Canadian Whiskies",115,"CONSTELLATION BRANDS INC",11776,"Black Velvet",12,750,5.23,7.85,24,188.4,18,4.75,511,18,244,35,176
"INV-14692600001","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1032200,"Imported Flavored Vodka",395,"PROXIMO",34995,"Three Olives Grape",12,750,9.96,14.94,12,179.28,9,2.37,511,18,244,35,176
"INV-14692500034","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1031100,"American Vodkas",301,"FIFTH GENERATION INC",38177,"Titos Handmade Vodka",12,1000,12.67,19.01,24,456.24,24,6.34,511,18,244,35,176
"INV-14692500047","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081600,"Whiskey Liqueur",421,"SAZERAC COMPANY  INC",64867,"Fireball Cinnamon Whiskey",12,1000,11.34,17.01,36,612.36,36,9.51,511,18,244,35,176
"INV-14692500005","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1012100,"Canadian Whiskies",260,"DIAGEO AMERICAS",10807,"Crown Royal Regal Apple",12,750,15.59,23.39,12,280.68,9,2.37,511,18,244,35,176
"INV-14692500028","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1032100,"Imported Vodkas",35,"BACARDI USA INC",34422,"Grey Goose Vodka",6,1000,22.5,33.75,12,405,12,3.17,511,18,244,35,176
"INV-14692500056","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1082200,"Imported Schnapps",421,"SAZERAC COMPANY  INC",69656,"Dr. Mcgillicuddy's Mentholmint",12,750,8.66,12.99,12,155.88,9,2.37,511,18,244,35,176
"INV-14692500035","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1031200,"American Flavored Vodka",380,"Phillips Beverage",41694,"Uv Blue (raspberry) Vodka",12,1000,7.5,11.25,12,135,12,3.17,511,18,244,35,176
"INV-14692500013","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1011200,"Straight Bourbon Whiskies",65,"Jim Beam Brands",19067,"Jim Beam",12,1000,12.59,18.89,12,226.68,12,3.17,511,18,244,35,176
"INV-14692500068","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081400,"American Schnapps",65,"Jim Beam Brands",82637,"Dekuyper Grape Pucker",12,1000,7.87,11.81,12,141.72,12,3.17,511,18,244,35,176
"INV-14692500080","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1012100,"Canadian Whiskies",115,"CONSTELLATION BRANDS INC",11774,"Black Velvet",24,375,3.07,4.61,24,110.64,9,2.37,511,18,244,35,176
"INV-14692500010","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1012400,"Irish Whiskies",370,"PERNOD RICARD USA",15627,"Jameson",12,1000,18.98,28.47,12,341.64,12,3.17,511,18,244,35,176
"INV-14692500017","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1011100,"Blended Whiskies",260,"DIAGEO AMERICAS",25607,"Seagrams 7 Crown Bl Whiskey",12,1000,8,12,12,144,12,3.17,511,18,244,35,176
"INV-14692500018","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1011400,"Tennessee Whiskies",85,"Brown Forman Corp.",26826,"Jack Daniels Old #7 Black Lbl",12,750,15.57,23.36,12,280.32,9,2.37,511,18,244,35,176
"INV-14692500004","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1012100,"Canadian Whiskies",65,"Jim Beam Brands",10627,"Canadian Club Whisky",12,1000,9.71,14.57,12,174.84,12,3.17,511,18,244,35,176
"INV-14692500063","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1031200,"American Flavored Vodka",260,"DIAGEO AMERICAS",77852,"Smirnoff Watermelon",12,750,8.25,12.38,12,148.56,9,2.37,511,18,244,35,176
"INV-14692500016","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1011100,"Blended Whiskies",297,"Laird & Company",23827,"Five Star",12,1000,4.4,6.6,36,237.6,36,9.51,511,18,244,35,176
"INV-14692500002","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081500,"Triple Sec",65,"Jim Beam Brands",86112,"Dekuyper Triple Sec",12,1000,2.33,3.5,12,42,12,3.17,511,18,244,35,176
"INV-14692500074","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1022100,"Mixto Tequila",395,"PROXIMO",89197,"Jose Cuervo Especial Reposado Tequila",12,1000,13,19.5,12,234,12,3.17,511,18,244,35,176
"INV-14692500039","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1062500,"Flavored Rum",35,"BACARDI USA INC",43050,"Bacardi Dragon Berry",12,1000,9.5,14.25,24,342,24,6.34,511,18,244,35,176
"INV-14692500043","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1062500,"Flavored Rum",35,"BACARDI USA INC",43137,"Bacardi Limon",12,1000,9.5,14.25,12,171,12,3.17,511,18,244,35,176
"INV-14692500069","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1031200,"American Flavored Vodka",260,"DIAGEO AMERICAS",77858,"Smirnoff Whipped Cream",12,750,8.25,12.38,12,148.56,9,2.37,511,18,244,35,176
"INV-14692500052","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1051100,"American Brandies",434,"LUXCO INC",54057,"Arrow Apricot Flav Brandy",12,1000,6.38,9.57,12,114.84,12,3.17,511,18,244,35,176
"INV-14692500036","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1031200,"American Flavored Vodka",259,"Heaven Hill Brands",41279,"Burnetts Grape Vodka",12,750,4.48,6.72,12,80.64,9,2.37,511,18,244,35,176
"INV-14692500025","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1032100,"Imported Vodkas",370,"PERNOD RICARD USA",34007,"Absolut Swedish Vodka 80 Prf",12,1000,14.99,22.49,24,539.76,24,6.34,511,18,244,35,176
"INV-14692500070","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081400,"American Schnapps",65,"Jim Beam Brands",82898,"Dekuyper Mixed Berry Medley",12,1000,7.87,11.81,12,141.72,12,3.17,511,18,244,35,176
"INV-14692500037","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1062500,"Flavored Rum",370,"PERNOD RICARD USA",42717,"Malibu Coconut Rum",12,1000,10.49,15.74,12,188.88,12,3.17,511,18,244,35,176
"INV-14692500059","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081200,"Cream Liqueurs",305,"Mhw LTD",73053,"Rumchata",6,1000,16.34,24.51,6,147.06,6,1.58,511,18,244,35,176
"INV-14692500053","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1051100,"American Brandies",434,"LUXCO INC",54647,"Arrow Blackberry Flav Brandy",12,1000,6.38,9.57,12,114.84,12,3.17,511,18,244,35,176
"INV-14692500061","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081300,"American Cordials & Liqueur",322,"Prestige Wine & Spirits Group",75210,"Kinky Pink Liqueur",6,750,10,15,6,90,4.5,1.18,511,18,244,35,176
"INV-14692500072","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081500,"Triple Sec",434,"LUXCO INC",86251,"Juarez Triple Sec",12,1000,2.42,3.63,48,174.24,48,12.68,511,18,244,35,176
"INV-14692500071","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081400,"American Schnapps",421,"SAZERAC COMPANY  INC",83907,"Maui Blue Hawaiian Schnapps",12,1000,4.54,6.81,24,163.44,24,6.34,511,18,244,35,176
"INV-14692500073","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1022200,"100% Agave Tequila",410,"Patron Spirits Company",88296,"Patron Tequila Silver",12,750,27.5,41.25,12,495,9,2.37,511,18,244,35,176
"INV-14692500079","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1031200,"American Flavored Vodka",259,"Heaven Hill Brands",41316,"Burnetts Raspberry Vodka",12,750,4.48,6.72,12,80.64,9,2.37,511,18,244,35,176
"INV-14692500029","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1032200,"Imported Flavored Vodka",277,"STOLI GROUP",34871,"Stolichnaya Razberi",12,1000,15.97,23.96,12,287.52,12,3.17,511,18,244,35,176
"INV-14692500050","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1082000,"Imported Cordials & Liqueurs",260,"DIAGEO AMERICAS",66636,"Romana Sambuca Italian Liquore",12,750,13.5,20.25,12,243,9,2.37,511,18,244,35,176
"INV-14692500030","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1031100,"American Vodkas",297,"Laird & Company",35916,"Five O'clock Vodka",12,750,3.37,5.06,12,60.72,9,2.37,511,18,244,35,176
"INV-14692500046","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1062200,"White Rum",434,"LUXCO INC",45277,"Paramount White Rum",12,1000,4.42,6.63,24,159.12,24,6.34,511,18,244,35,176
"INV-14692500012","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1011200,"Straight Bourbon Whiskies",125,"CEDAR RIDGE VINEYARDS LL",17206,"Cedar Ridge Bourbon",6,750,18.1,27.15,6,162.9,4.5,1.18,511,18,244,35,176
"INV-14692500026","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1032200,"Imported Flavored Vodka",370,"PERNOD RICARD USA",34036,"Absolut Pears",12,750,11.49,17.24,12,206.88,9,2.37,511,18,244,35,176
"INV-14692500077","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1032200,"Imported Flavored Vodka",260,"DIAGEO AMERICAS",75165,"Ketel One Botanical Cucumber & Mint",12,750,12.5,18.75,12,225,9,2.37,511,18,244,35,176
"INV-14692500006","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1012100,"Canadian Whiskies",260,"DIAGEO AMERICAS",11297,"Crown Royal Canadian Whisky",12,1000,18.89,28.34,36,1020.24,36,9.51,511,18,244,35,176
"INV-14692500064","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1012100,"Canadian Whiskies",260,"DIAGEO AMERICAS",11296,"Crown Royal",12,750,15.59,23.39,12,280.68,9,2.37,511,18,244,35,176
"INV-14692500014","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1011200,"Straight Bourbon Whiskies",55,"SAZERAC NORTH AMERICA",21596,"Ten High",12,750,4.1,6.15,12,73.8,9,2.37,511,18,244,35,176
"INV-14692500027","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1032200,"Imported Flavored Vodka",370,"PERNOD RICARD USA",34061,"Absolut Ruby Red",12,750,11.49,17.24,12,206.88,9,2.37,511,18,244,35,176
"INV-14692500066","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1081400,"American Schnapps",434,"LUXCO INC",82127,"Arrow Peach Schnapps",12,1000,5,7.5,12,90,12,3.17,511,18,244,35,176
"INV-14692500055","09/27/2018",2106,"Hillstreet News and Tobacco","2217 College","Cedar Falls",50613,"POINT (-92.455796 42.517182)",7,"BLACK HAWK",1082200,"Imported Schnapps",421,"SAZERAC COMPANY  INC",69637,"Dr. Mcgillicuddy's Cherry Schnapps",12,1000,11,16.5,24,396,24,6.34,511,18,244,35,176
